,id,question,link
0,question-summary-72094193,In Apache NetBeans IDE how can I change the cursor style to underline?,/questions/72094193/in-apache-netbeans-ide-how-can-i-change-the-cursor-style-to-underline
0,question-summary-72662526,I have problems running my code in an ide,/questions/72662526/i-have-problems-running-my-code-in-an-ide
0,question-summary-72660733,How to change language in DevEcoStudio IDE to english?,/questions/72660733/how-to-change-language-in-devecostudio-ide-to-english
0,question-summary-72658850,Downloading Spring tool suite for windows 10,/questions/72658850/downloading-spring-tool-suite-for-windows-10
0,question-summary-72657785,Restore a deleted file using editor (not saved in Git),/questions/72657785/restore-a-deleted-file-using-editor-not-saved-in-git
0,question-summary-72654369,Which IDE supports Oracle Visual explain?,/questions/72654369/which-ide-supports-oracle-visual-explain
0,question-summary-71661617,IntelliJ IDEA Ultimate Edition marks all my Spring Boot properties as unused,/questions/71661617/intellij-idea-ultimate-edition-marks-all-my-spring-boot-properties-as-unused
0,question-summary-71648044,How to expose Docker terminal to the internet?,/questions/71648044/how-to-expose-docker-terminal-to-the-internet
0,question-summary-71647433,Can't create ppm File from an executable (C),/questions/71647433/cant-create-ppm-file-from-an-executable-c
0,question-summary-71641162,Printing Fibonacci series between 1-99,/questions/71641162/printing-fibonacci-series-between-1-99
0,question-summary-71633158,Visual Studio Workloads shared accros versions?,/questions/71633158/visual-studio-workloads-shared-accros-versions
0,question-summary-71259779,Q: The integration of ATOM IDE with GitHub is still workin?,/questions/71259779/q-the-integration-of-atom-ide-with-github-is-still-workin
0,question-summary-71247426,How to make the Qt creator recognize .h header file for C++? [duplicate],/questions/71247426/how-to-make-the-qt-creator-recognize-h-header-file-for-c
0,question-summary-71243910,What is the name of tool that gives you the declaration of a function in C/C++,/questions/71243910/what-is-the-name-of-tool-that-gives-you-the-declaration-of-a-function-in-c-c
0,question-summary-71237820,Webstorm doesn't recognize next js,/questions/71237820/webstorm-doesnt-recognize-next-js
0,question-summary-71229789,How to set background color in IntelliJ for all panels,/questions/71229789/how-to-set-background-color-in-intellij-for-all-panels
0,question-summary-73335545,My keyboard library for an esp32s2 is not working as it should,/questions/73335545/my-keyboard-library-for-an-esp32s2-is-not-working-as-it-should
0,question-summary-73320557,"Is there a way to show the IDE which Type of Objects are in a List, so it colors / autocompletes properly?",/questions/73320557/is-there-a-way-to-show-the-ide-which-type-of-objects-are-in-a-list-so-it-colors
0,question-summary-73311833,How did they write code without a Text editor or IDE the first time?,/questions/73311833/how-did-they-write-code-without-a-text-editor-or-ide-the-first-time
0,question-summary-73295850,is there a text editor or IDE which has the possibility of running the code written without the necessity to save it in a file?,/questions/73295850/is-there-a-text-editor-or-ide-which-has-the-possibility-of-running-the-code-writ
0,question-summary-72460452,why visual studio installer always can't find any local Visual Studio IDE?,/questions/72460452/why-visual-studio-installer-always-cant-find-any-local-visual-studio-ide
0,question-summary-72442161,CodeLite terminal doesn't show up in mac,/questions/72442161/codelite-terminal-doesnt-show-up-in-mac
0,question-summary-72435819,Use babel standalone to compile vue project on browser,/questions/72435819/use-babel-standalone-to-compile-vue-project-on-browser
0,question-summary-72427662,"VS Code, Bracket Pair Colorizer does not work. Do I have to make a donation to make it work? I have turned on all setting with no luck",/questions/72427662/vs-code-bracket-pair-colorizer-does-not-work-do-i-have-to-make-a-donation-to-m
0,question-summary-72413867,"VS Code doesn't install extension 'VIBRANCY', shows 'Your Code installation appears to be corrupt. Please reinstall.'",/questions/72413867/vs-code-doesnt-install-extension-vibrancy-shows-your-code-installation-appe
0,question-summary-72093366,Replit: Why am I getting PR_END_OF_FILE_ERROR for my Django project?,/questions/72093366/replit-why-am-i-getting-pr-end-of-file-error-for-my-django-project
0,question-summary-72084337,My SVN Connector in Eclipse 2022-03 (4.23.0) doesn't work,/questions/72084337/my-svn-connector-in-eclipse-2022-03-4-23-0-doesnt-work
0,question-summary-72081741,Intelij Properties editor,/questions/72081741/intelij-properties-editor
0,question-summary-72076730,Unable to Debug in GoLand IDE : could not launch process: can not run under Rosetta,/questions/72076730/unable-to-debug-in-goland-ide-could-not-launch-process-can-not-run-under-rose
0,question-summary-72634644,VS Code Terminal does not wait for previous code chunks to finish before starting new ones,/questions/72634644/vs-code-terminal-does-not-wait-for-previous-code-chunks-to-finish-before-startin
0,question-summary-72628274,JetBrains IDE inspection of Character sequence ']]>' must not appear in content unless used to mark the end of a CDATA section,/questions/72628274/jetbrains-ide-inspection-of-character-sequence-must-not-appear-in-content
0,question-summary-72621153,Xcode breakpoints: dotted blue outline,/questions/72621153/xcode-breakpoints-dotted-blue-outline
0,question-summary-72617946,How to create non Django files in the static files template in a Django Project,/questions/72617946/how-to-create-non-django-files-in-the-static-files-template-in-a-django-project
0,question-summary-72616097,Xcode syntax highlighting keywords incorrectly,/questions/72616097/xcode-syntax-highlighting-keywords-incorrectly
0,question-summary-71625370,"Clang installed on Windows, where is the make executable?",/questions/71625370/clang-installed-on-windows-where-is-the-make-executable
0,question-summary-71618004,How do I change the color of specific text in a contenteditable textarea,/questions/71618004/how-do-i-change-the-color-of-specific-text-in-a-contenteditable-textarea
0,question-summary-71617919,Mark a position between 2 characters,/questions/71617919/mark-a-position-between-2-characters
0,question-summary-71616325,Opening the older solution with visual studio 2022,/questions/71616325/opening-the-older-solution-with-visual-studio-2022
0,question-summary-71612045,PyCharm Updating Python Interpreter Everytime Time I Run [duplicate],/questions/71612045/pycharm-updating-python-interpreter-everytime-time-i-run
0,question-summary-71212180,RStudio - How can I have a 3 columns layout?,/questions/71212180/rstudio-how-can-i-have-a-3-columns-layout
0,question-summary-71196646,Board: EK_TM4C123GXL error in any new progect in Code Composer Studio Version: 11.1.0.00011,/questions/71196646/board-ek-tm4c123gxl-error-in-any-new-progect-in-code-composer-studio-version-1
0,question-summary-71195928,Android Studio error underline not working,/questions/71195928/android-studio-error-underline-not-working
0,question-summary-71189237,Closed excel workbooks remain in VBA IDE,/questions/71189237/closed-excel-workbooks-remain-in-vba-ide
0,question-summary-71186027,How to create different environments to code in VS Code (e.g. :by language). [Settings Profiles],/questions/71186027/how-to-create-different-environments-to-code-in-vs-code-e-g-by-language-se
0,question-summary-73290845,CLion doesn't sort include statements on commit,/questions/73290845/clion-doesnt-sort-include-statements-on-commit
0,question-summary-73271259,How to create a line count beside a Text widget Tkinter [duplicate],/questions/73271259/how-to-create-a-line-count-beside-a-text-widget-tkinter
0,question-summary-73265929,"This is a basic question, what is \f used for in java? [duplicate]",/questions/73265929/this-is-a-basic-question-what-is-f-used-for-in-java
0,question-summary-73261793,"How can i fix ("" Python.exe - Entry point not found in spyder IDE "")?",/questions/73261793/how-can-i-fix-python-exe-entry-point-not-found-in-spyder-ide
0,question-summary-73251883,Can't run Visual Studio 2022 profiler after wiping %TEMP% folder,/questions/73251883/cant-run-visual-studio-2022-profiler-after-wiping-temp-folder
0,question-summary-72399041,What is the best way to work cross-platform with an IDE/editor for Python indentation?,/questions/72399041/what-is-the-best-way-to-work-cross-platform-with-an-ide-editor-for-python-indent
0,question-summary-72393179,IntelliJ Autocomplete causing issues with enums and switch statement in java,/questions/72393179/intellij-autocomplete-causing-issues-with-enums-and-switch-statement-in-java
0,question-summary-72392866,Selenium IDE - Random 6 digit numeric value between set chars,/questions/72392866/selenium-ide-random-6-digit-numeric-value-between-set-chars
0,question-summary-72382978,Spyder IDE: Previous and Next Cursor Position shortcuts are not working properly at all,/questions/72382978/spyder-ide-previous-and-next-cursor-position-shortcuts-are-not-working-properly
0,question-summary-72076450,goormIDE: Send an editor's line to the terminal,/questions/72076450/goormide-send-an-editors-line-to-the-terminal
0,question-summary-72066822,MSVC IDE search behavior,/questions/72066822/msvc-ide-search-behavior
0,question-summary-72065613,TypeScript function overloading. IDE argument type confusion,/questions/72065613/typescript-function-overloading-ide-argument-type-confusion
0,question-summary-72065313,Is there a way to auto-update python auto-docstrings with new/modified parameters?,/questions/72065313/is-there-a-way-to-auto-update-python-auto-docstrings-with-new-modified-parameter
0,question-summary-72062074,How to install an IDE without a graphics environment using a web browser,/questions/72062074/how-to-install-an-ide-without-a-graphics-environment-using-a-web-browser
0,question-summary-72612537,How to get error message in terminal when using Redux React,/questions/72612537/how-to-get-error-message-in-terminal-when-using-redux-react
0,question-summary-72598930,Android Studio : Cursor changing itself to overwrite mode,/questions/72598930/android-studio-cursor-changing-itself-to-overwrite-mode
